Método,Média,Desvio,Mínimo,Máximo,Mediana
StackingRegressor,-4.482866692810457,22.6219265191282,-288.2055,0.9727,0.6227
Mean,-0.09861676339840661,0.9878343312658905,-23.419815407870285,-2.655204944801426e-10,-0.0037238031842634634
Median,-0.10283548578341424,0.19225663684901728,-4.883035390579621,-8.540757656660958e-09,-0.048440397091556564
KNNImputer,-0.09861676339840661,0.9878343312658905,-23.419815407870285,-2.655204944801426e-10,-0.0037238031842634634
ForwardFill,-1.257886772113628,7.367715344738821,-244.20308322208837,0.8388362836311255,-0.40438403724062844
BackwardFill,-2.842233870307063,40.06763596686301,-1250.6200815446234,0.8495367883276217,-0.44276067862898527
RollingMean,-0.9480419898100545,6.176078632699139,-185.67924485515022,0.8438678847031854,-0.3323875072858675
LinearInterpolation,-0.9167893972069993,10.460840798541694,-324.27223509915973,0.8705254387389302,-0.16683325669021953
