link,missing_rate,method_type,method,rmse,nrmse,r2,mape
rs-es,0.5,baseline,Median,18.44,2.01,-0.002543615132849286,0.91
rs-es,0.5,baseline,KNNImputer,18.44,2.01,-0.002394149546303348,0.95
rs-es,0.5,baseline,ForwardFill,21.45,2.34,-0.35707875479697226,1.16
rs-es,0.5,baseline,BackwardFill,29.84,3.26,-1.6261636031452449,1.33
rs-es,0.5,baseline,RollingMean,21.4,2.34,-0.35023734233043435,1.14
rs-es,0.5,baseline,LinearInterpolation,22.91,2.5,-0.5479463985167288,1.15
rs-es,0.5,stacking,StackingRegressor,13.35,1.4567,-0.6479,0.8833
es-sc,0.2,baseline,Mean,32.95,3.61,-0.008404370963974728,1.61
es-sc,0.2,baseline,Median,33.62,3.69,-0.05006538433330743,1.55
es-sc,0.2,baseline,KNNImputer,32.95,3.61,-0.008404370963974728,1.61
es-sc,0.2,baseline,ForwardFill,50.84,5.58,-1.4011860700736216,2.46
es-sc,0.2,baseline,BackwardFill,35.38,3.88,-0.16317025058166812,1.84
es-sc,0.2,baseline,RollingMean,45.02,4.94,-0.8832263797680495,2.22
es-sc,0.2,baseline,LinearInterpolation,39.33,4.31,-0.4367103844888802,2.04
es-sc,0.2,stacking,StackingRegressor,6.51,0.714,0.9497,0.35
es-sc,0.25,baseline,Mean,34.46,3.78,-0.009498266368273223,1.66
es-sc,0.25,baseline,Median,35.07,3.85,-0.04585348649117971,1.61
es-sc,0.25,baseline,KNNImputer,34.46,3.78,-0.009498266368273223,1.66
es-sc,0.25,baseline,ForwardFill,48.43,5.31,-0.9941981512178495,2.34
es-sc,0.25,baseline,BackwardFill,37.18,4.08,-0.1755218709480293,1.89
es-sc,0.25,baseline,RollingMean,43.83,4.81,-0.6334162089267601,2.17
es-sc,0.25,baseline,LinearInterpolation,38.83,4.26,-0.2821902571575923,1.96
es-sc,0.25,stacking,StackingRegressor,5.9475,0.65,0.9598,0.2975
es-sc,0.3,baseline,Mean,34.22,3.75,-0.007092697910358492,1.61
es-sc,0.3,baseline,Median,34.79,3.81,-0.04086058595947928,1.55
es-sc,0.3,baseline,KNNImputer,34.22,3.75,-0.007092697910358492,1.61
es-sc,0.3,baseline,ForwardFill,46.94,5.15,-0.8949225144557555,2.28
es-sc,0.3,baseline,BackwardFill,41.96,4.6,-0.5140879843763682,2.07
es-sc,0.3,baseline,RollingMean,43.67,4.79,-0.6404526677975426,2.14
es-sc,0.3,baseline,LinearInterpolation,39.62,4.34,-0.3501868354509001,2.01
es-sc,0.3,stacking,StackingRegressor,6.7567,0.74,0.9479,0.3533
es-sc,0.35,baseline,Mean,34.32,3.76,-0.006669336163522832,1.57
es-sc,0.35,baseline,Median,34.91,3.83,-0.041391995596779196,1.52
es-sc,0.35,baseline,KNNImputer,34.32,3.76,-0.006669336163522832,1.57
es-sc,0.35,baseline,ForwardFill,46.8,5.13,-0.8718620435397813,2.25
es-sc,0.35,baseline,BackwardFill,42.34,4.64,-0.5319251462975905,2.07
es-sc,0.35,baseline,RollingMean,42.68,4.68,-0.556136347093507,2.11
es-sc,0.35,baseline,LinearInterpolation,39.28,4.31,-0.3184245146005449,1.99
es-sc,0.35,stacking,StackingRegressor,6.7567,0.74,0.9479,0.3533
es-sc,0.4,baseline,Mean,32.88,3.6,-0.00592785348480529,1.52
es-sc,0.4,baseline,Median,33.46,3.67,-0.04129574795890134,1.47
es-sc,0.4,baseline,KNNImputer,32.88,3.6,-0.00592785348480529,1.52
es-sc,0.4,baseline,ForwardFill,45.29,4.96,-0.9081795821128062,2.19
es-sc,0.4,baseline,BackwardFill,40.46,4.43,-0.5232975733950529,2.0
es-sc,0.4,baseline,RollingMean,41.74,4.57,-0.6208206209769955,2.08
es-sc,0.4,baseline,LinearInterpolation,37.8,4.14,-0.32958173798147383,1.93
es-sc,0.4,stacking,StackingRegressor,6.7567,0.74,0.9479,0.3533
es-sc,0.45,baseline,Mean,33.79,3.71,-0.010837654277841446,1.53
es-sc,0.45,baseline,Median,34.42,3.77,-0.048440397091556564,1.52
es-sc,0.45,baseline,KNNImputer,33.79,3.71,-0.010837654277841446,1.53
es-sc,0.45,baseline,ForwardFill,44.22,4.85,-0.7307725646758334,2.16
es-sc,0.45,baseline,BackwardFill,40.63,4.46,-0.46144821586553775,2.03
es-sc,0.45,baseline,RollingMean,41.4,4.54,-0.5169964345644331,2.08
es-sc,0.45,baseline,LinearInterpolation,38.39,4.21,-0.304772013966345,1.95
es-sc,0.45,stacking,StackingRegressor,6.7567,0.74,0.9479,0.3533
es-sc,0.5,baseline,Mean,35.86,3.93,-0.016473161370946787,1.58
es-sc,0.5,baseline,Median,36.46,4.0,-0.05063229532707725,1.59
es-sc,0.5,baseline,KNNImputer,35.86,3.93,-0.016473161370946787,1.58
es-sc,0.5,baseline,ForwardFill,42.64,4.68,-0.43700045103459373,2.16
es-sc,0.5,baseline,BackwardFill,42.09,4.62,-0.399971144403229,2.08
es-sc,0.5,baseline,RollingMean,42.2,4.63,-0.40721440005224774,2.12
es-sc,0.5,baseline,LinearInterpolation,39.36,4.32,-0.2242939962976882,1.98
es-sc,0.5,stacking,StackingRegressor,6.7567,0.74,0.9479,0.3533
es-se,0.2,baseline,Mean,68.42,7.55,-0.0007385588813118016,35.08
es-se,0.2,baseline,Median,69.12,7.63,-0.021256553839820835,35.02
es-se,0.2,baseline,KNNImputer,68.42,7.55,-0.0007385588813118016,35.08
es-se,0.2,baseline,ForwardFill,71.55,7.89,-0.09441387507927379,35.57
es-se,0.2,baseline,BackwardFill,47.95,5.29,0.5085442000985063,16.89
es-se,0.2,baseline,RollingMean,69.15,7.63,-0.02211644595906659,35.47
es-se,0.2,baseline,LinearInterpolation,54.39,6.0,0.3674779906237101,26.02
es-se,0.2,stacking,StackingRegressor,27.622,3.116,0.6501,8.166
es-se,0.25,baseline,Mean,64.42,7.1,-0.0005099667983083922,28.46
es-se,0.25,baseline,Median,65.11,7.18,-0.02210262647466732,28.35
es-se,0.25,baseline,KNNImputer,64.42,7.1,-0.0005099667983083922,28.46
es-se,0.25,baseline,ForwardFill,65.8,7.26,-0.04371239740589217,28.77
es-se,0.25,baseline,BackwardFill,51.53,5.68,0.35982625970257376,14.05
es-se,0.25,baseline,RollingMean,64.09,7.07,0.00980553794953054,28.71
es-se,0.25,baseline,LinearInterpolation,52.04,5.74,0.3470013343145455,21.22
es-se,0.25,stacking,StackingRegressor,29.6775,3.3325,0.6425,8.2175
es-se,0.3,baseline,Mean,59.34,6.54,-1.4589934911990454e-05,23.99
es-se,0.3,baseline,Median,59.96,6.61,-0.02124198947584044,23.83
es-se,0.3,baseline,KNNImputer,59.34,6.54,-1.4589934911990454e-05,23.99
es-se,0.3,baseline,ForwardFill,63.27,6.97,-0.13693708681949235,24.39
es-se,0.3,baseline,BackwardFill,47.76,5.26,0.3520193947018725,11.88
es-se,0.3,baseline,RollingMean,62.21,6.85,-0.09925094115818567,24.35
es-se,0.3,baseline,LinearInterpolation,50.82,5.6,0.26655676580792875,18.02
es-se,0.3,stacking,StackingRegressor,25.99,2.9033,0.8003,7.9533
es-se,0.35,baseline,Mean,55.72,6.14,-1.4533055094467784e-05,20.79
es-se,0.35,baseline,Median,56.34,6.21,-0.02255741389711341,20.59
es-se,0.35,baseline,KNNImputer,55.72,6.14,-1.4533055094467784e-05,20.79
es-se,0.35,baseline,ForwardFill,60.31,6.64,-0.17156196902931087,21.12
es-se,0.35,baseline,BackwardFill,53.99,5.95,0.061129916252353755,10.65
es-se,0.35,baseline,RollingMean,59.35,6.54,-0.1347423448909595,21.11
es-se,0.35,baseline,LinearInterpolation,53.71,5.92,0.07089300617682603,15.79
es-se,0.35,stacking,StackingRegressor,25.99,2.9033,0.8003,7.9533
es-se,0.4,baseline,Mean,52.99,5.83,-0.0006982627310643252,18.4
es-se,0.4,baseline,Median,53.52,5.89,-0.020828547161504396,18.14
es-se,0.4,baseline,KNNImputer,52.99,5.83,-0.0006982627310643252,18.4
es-se,0.4,baseline,ForwardFill,55.83,6.14,-0.11091578596151153,18.61
es-se,0.4,baseline,BackwardFill,58.6,6.45,-0.2239808844457618,9.67
es-se,0.4,baseline,RollingMean,54.94,6.05,-0.07593084306951048,18.59
es-se,0.4,baseline,LinearInterpolation,49.15,5.41,0.13894829638739092,11.68
es-se,0.4,stacking,StackingRegressor,25.99,2.9033,0.8003,7.9533
es-se,0.45,baseline,Mean,52.88,5.82,-0.0006869211442865897,16.66
es-se,0.45,baseline,Median,53.43,5.88,-0.021329300597906053,16.39
es-se,0.45,baseline,KNNImputer,52.88,5.82,-0.0006869211442865897,16.66
es-se,0.45,baseline,ForwardFill,56.3,6.2,-0.13400323945870007,16.83
es-se,0.45,baseline,BackwardFill,57.11,6.29,-0.1667981885629175,8.84
es-se,0.45,baseline,RollingMean,56.38,6.21,-0.13740073623030336,16.84
es-se,0.45,baseline,LinearInterpolation,48.04,5.29,0.17430745730815655,10.61
es-se,0.45,stacking,StackingRegressor,25.99,2.9033,0.8003,7.9533
es-se,0.5,baseline,Mean,61.23,6.75,-0.0004878698312495988,16.56
es-se,0.5,baseline,Median,61.9,6.82,-0.022386922027338496,16.35
es-se,0.5,baseline,KNNImputer,61.23,6.75,-0.0004878698312495988,16.56
es-se,0.5,baseline,ForwardFill,55.01,6.06,0.19259093511930725,15.4
es-se,0.5,baseline,BackwardFill,63.78,7.03,-0.08543895243707134,9.59
es-se,0.5,baseline,RollingMean,55.92,6.16,0.1655397310032345,15.87
es-se,0.5,baseline,LinearInterpolation,49.74,5.48,0.33964402391218096,10.48
es-se,0.5,stacking,StackingRegressor,25.99,2.9033,0.8003,7.9533
es-sp,0.2,baseline,Mean,37.13,4.07,-0.001188251023235276,1.84
es-sp,0.2,baseline,Median,37.46,4.11,-0.019079790537075425,1.59
es-sp,0.2,baseline,KNNImputer,37.13,4.07,-0.001188251023235276,1.84
es-sp,0.2,baseline,ForwardFill,47.43,5.2,-0.6337372517596995,2.5
es-sp,0.2,baseline,BackwardFill,44.83,4.92,-0.45946921919730865,2.38
es-sp,0.2,baseline,RollingMean,43.86,4.81,-0.396733843215745,2.31
es-sp,0.2,baseline,LinearInterpolation,42.39,4.65,-0.30456613964402246,2.31
es-sp,0.2,stacking,StackingRegressor,8.642,0.948,0.8207,0.434
es-sp,0.25,baseline,Mean,37.5,4.12,-0.003389197729610105,1.83
es-sp,0.25,baseline,Median,37.87,4.16,-0.023107145617784042,1.6
es-sp,0.25,baseline,KNNImputer,37.5,4.12,-0.003389197729610105,1.83
es-sp,0.25,baseline,ForwardFill,47.39,5.2,-0.6020640440212623,2.49
es-sp,0.25,baseline,BackwardFill,45.57,5.0,-0.48131123224643835,2.47
es-sp,0.25,baseline,RollingMean,45.4,4.98,-0.47042848165067785,2.45
es-sp,0.25,baseline,LinearInterpolation,43.44,4.77,-0.34593831860374635,2.35
es-sp,0.25,stacking,StackingRegressor,6.265,0.6875,0.8914,0.3475
es-sp,0.3,baseline,Mean,39.97,4.4,-0.016281825470522593,1.9
es-sp,0.3,baseline,Median,40.38,4.44,-0.03734531888216597,1.76
es-sp,0.3,baseline,KNNImputer,39.97,4.4,-0.016281825470522593,1.9
es-sp,0.3,baseline,ForwardFill,44.14,4.85,-0.23949337774125046,2.29
es-sp,0.3,baseline,BackwardFill,46.81,5.15,-0.3935314527270706,2.57
es-sp,0.3,baseline,RollingMean,43.86,4.82,-0.2236065049983451,2.28
es-sp,0.3,baseline,LinearInterpolation,43.14,4.74,-0.18385158390486445,2.34
es-sp,0.3,stacking,StackingRegressor,11.22,1.23,0.6005,0.4767
es-sp,0.35,baseline,Mean,37.29,4.1,-0.012427066521009777,1.77
es-sp,0.35,baseline,Median,37.69,4.14,-0.03389890107298155,1.64
es-sp,0.35,baseline,KNNImputer,37.29,4.1,-0.012427066521009777,1.77
es-sp,0.35,baseline,ForwardFill,41.31,4.54,-0.24234927819868668,2.13
es-sp,0.35,baseline,BackwardFill,45.0,4.94,-0.47422925818340134,2.48
es-sp,0.35,baseline,RollingMean,41.07,4.51,-0.2278584920103226,2.13
es-sp,0.35,baseline,LinearInterpolation,40.92,4.5,-0.21888307432615672,2.22
es-sp,0.35,stacking,StackingRegressor,11.22,1.23,0.6005,0.4767
es-sp,0.4,baseline,Mean,36.72,4.03,-0.015625043578768594,1.7
es-sp,0.4,baseline,Median,37.08,4.07,-0.035639601992296654,1.59
es-sp,0.4,baseline,KNNImputer,36.72,4.03,-0.015625043578768594,1.7
es-sp,0.4,baseline,ForwardFill,39.73,4.37,-0.1892253432015092,2.08
es-sp,0.4,baseline,BackwardFill,41.56,4.57,-0.3013426357569482,2.28
es-sp,0.4,baseline,RollingMean,39.16,4.3,-0.15498495770169063,2.03
es-sp,0.4,baseline,LinearInterpolation,39.53,4.34,-0.17721432046340113,2.11
es-sp,0.4,stacking,StackingRegressor,11.22,1.23,0.6005,0.4767
es-sp,0.45,baseline,Mean,34.97,3.84,-0.016482102066825988,1.6
es-sp,0.45,baseline,Median,35.31,3.88,-0.03635040067733164,1.52
es-sp,0.45,baseline,KNNImputer,34.97,3.84,-0.016482102066825988,1.6
es-sp,0.45,baseline,ForwardFill,37.92,4.17,-0.19552244713662126,2.0
es-sp,0.45,baseline,BackwardFill,40.44,4.44,-0.35922739037952556,2.23
es-sp,0.45,baseline,RollingMean,37.38,4.11,-0.16155933462791783,1.96
es-sp,0.45,baseline,LinearInterpolation,37.65,4.14,-0.1783559020391714,2.02
es-sp,0.45,stacking,StackingRegressor,11.22,1.23,0.6005,0.4767
es-sp,0.5,baseline,Mean,33.44,3.67,-0.012478992876890471,1.56
es-sp,0.5,baseline,Median,33.77,3.71,-0.03268534513617283,1.47
es-sp,0.5,baseline,KNNImputer,33.44,3.67,-0.012478992876890471,1.56
es-sp,0.5,baseline,ForwardFill,36.35,3.99,-0.1963402722072265,1.91
es-sp,0.5,baseline,BackwardFill,39.07,4.29,-0.38253676798325786,2.14
es-sp,0.5,baseline,RollingMean,35.86,3.94,-0.1643539524937927,1.87
es-sp,0.5,baseline,LinearInterpolation,36.36,3.99,-0.19740226862801813,1.94
es-sp,0.5,stacking,StackingRegressor,11.22,1.23,0.6005,0.4767
es-to,0.2,baseline,Mean,47.34,5.2,-0.004437494584306867,2.76
es-to,0.2,baseline,Median,47.81,5.25,-0.024520303359474305,2.73
es-to,0.2,baseline,KNNImputer,47.34,5.2,-0.004437494584306867,2.76
es-to,0.2,baseline,ForwardFill,51.35,5.64,-0.18208025572903264,3.12
es-to,0.2,baseline,BackwardFill,60.02,6.59,-0.6149641902701344,3.32
es-to,0.2,baseline,RollingMean,49.17,5.4,-0.08381838198021874,3.02
es-to,0.2,baseline,LinearInterpolation,51.64,5.67,-0.19555514401861074,3.07
es-to,0.2,stacking,StackingRegressor,11.476,1.26,0.8476,0.594
es-to,0.25,baseline,Mean,42.68,4.69,-0.003588338961096005,2.4
es-to,0.25,baseline,Median,43.16,4.74,-0.025879524293486167,2.37
es-to,0.25,baseline,KNNImputer,42.68,4.69,-0.003588338961096005,2.4
es-to,0.25,baseline,ForwardFill,46.36,5.09,-0.18373884209372338,2.7
es-to,0.25,baseline,BackwardFill,54.24,5.96,-0.6207721199502529,2.91
es-to,0.25,baseline,RollingMean,44.78,4.92,-0.10451045365523592,2.66
es-to,0.25,baseline,LinearInterpolation,46.69,5.13,-0.20071842483397617,2.67
es-to,0.25,stacking,StackingRegressor,12.8175,1.41,0.83,0.6525
es-to,0.3,baseline,Mean,39.96,4.38,-0.002035698618105375,2.22
es-to,0.3,baseline,Median,40.37,4.43,-0.02286553778750333,2.17
es-to,0.3,baseline,KNNImputer,39.96,4.38,-0.002035698618105375,2.22
es-to,0.3,baseline,ForwardFill,45.09,4.95,-0.2757266593063774,2.59
es-to,0.3,baseline,BackwardFill,50.12,5.5,-0.5768434788432104,2.62
es-to,0.3,baseline,RollingMean,42.97,4.71,-0.15872504406025012,2.55
es-to,0.3,baseline,LinearInterpolation,43.97,4.82,-0.21323007084604573,2.46
es-to,0.3,stacking,StackingRegressor,14.2933,1.5667,0.8043,0.6933
es-to,0.35,baseline,Mean,37.75,4.14,-0.0019747727984524843,2.07
es-to,0.35,baseline,Median,38.17,4.19,-0.024307243509635867,2.02
es-to,0.35,baseline,KNNImputer,37.75,4.14,-0.0019747727984524843,2.07
es-to,0.35,baseline,ForwardFill,43.81,4.81,-0.34973083865092436,2.49
es-to,0.35,baseline,BackwardFill,47.18,5.18,-0.5651940421554913,2.41
es-to,0.35,baseline,RollingMean,41.83,4.59,-0.23038434699669397,2.43
es-to,0.35,baseline,LinearInterpolation,41.9,4.6,-0.23470816736916156,2.32
es-to,0.35,stacking,StackingRegressor,14.2933,1.5667,0.8043,0.6933
es-to,0.4,baseline,Mean,35.43,3.88,-0.0004405759431944656,1.92
es-to,0.4,baseline,Median,35.78,3.92,-0.020359193824550204,1.86
es-to,0.4,baseline,KNNImputer,35.43,3.88,-0.0004405759431944656,1.92
es-to,0.4,baseline,ForwardFill,41.42,4.54,-0.3675097859376282,2.33
es-to,0.4,baseline,BackwardFill,45.52,4.99,-0.6513082023622563,2.32
es-to,0.4,baseline,RollingMean,39.57,4.34,-0.24772143309063455,2.28
es-to,0.4,baseline,LinearInterpolation,39.93,4.38,-0.27063694607209277,2.21
es-to,0.4,stacking,StackingRegressor,14.2933,1.5667,0.8043,0.6933
es-to,0.45,baseline,Mean,33.62,3.69,-0.0001306005756387396,1.81
es-to,0.45,baseline,Median,34.0,3.73,-0.022915875805265662,1.75
es-to,0.45,baseline,KNNImputer,33.62,3.69,-0.0001306005756387396,1.81
es-to,0.45,baseline,ForwardFill,39.77,4.36,-0.3994377160115261,2.22
es-to,0.45,baseline,BackwardFill,45.09,4.94,-0.798968321931705,2.29
es-to,0.45,baseline,RollingMean,38.63,4.23,-0.3203105330261413,2.18
es-to,0.45,baseline,LinearInterpolation,38.56,4.23,-0.31568724796985337,2.13
es-to,0.45,stacking,StackingRegressor,14.2933,1.5667,0.8043,0.6933
es-to,0.5,baseline,Mean,32.81,3.6,-0.00040012028761338136,1.76
es-to,0.5,baseline,Median,33.23,3.64,-0.026289609245335965,1.7
es-to,0.5,baseline,KNNImputer,32.81,3.6,-0.00040012028761338136,1.76
es-to,0.5,baseline,ForwardFill,38.62,4.23,-0.3867112932695058,2.15
es-to,0.5,baseline,BackwardFill,50.91,5.58,-1.409066228659026,2.37
es-to,0.5,baseline,RollingMean,37.65,4.13,-0.3178505179967184,2.12
es-to,0.5,baseline,LinearInterpolation,40.51,4.44,-0.5251651592309265,2.14
es-to,0.5,stacking,StackingRegressor,14.2933,1.5667,0.8043,0.6933
ma-go,0.2,baseline,Mean,39.66,4.11,-0.004692886538968377,1.22
ma-go,0.2,baseline,Median,39.58,4.1,-0.0008586459781145805,1.22
ma-go,0.2,baseline,KNNImputer,39.66,4.11,-0.004692886538968377,1.22
ma-go,0.2,baseline,ForwardFill,39.63,4.1,-0.0032289382112518084,1.33
ma-go,0.2,baseline,BackwardFill,40.57,4.2,-0.051328233515023136,1.35
ma-go,0.2,baseline,RollingMean,39.59,4.1,-0.0009454947002047742,1.32
ma-go,0.2,baseline,LinearInterpolation,39.98,4.14,-0.02072552467200417,1.29
ma-go,0.2,stacking,StackingRegressor,6.528,0.676,0.7117,0.36
ma-go,0.25,baseline,Mean,35.54,3.68,-0.0037238031842634634,1.07
ma-go,0.25,baseline,Median,35.48,3.67,-0.00042715211834143396,1.06
ma-go,0.25,baseline,KNNImputer,35.54,3.68,-0.0037238031842634634,1.07
ma-go,0.25,baseline,ForwardFill,36.45,3.77,-0.05628841559118669,1.3
ma-go,0.25,baseline,BackwardFill,36.38,3.77,-0.052263575651601446,1.19
ma-go,0.25,baseline,RollingMean,36.15,3.74,-0.038709370295516354,1.27
ma-go,0.25,baseline,LinearInterpolation,36.07,3.73,-0.034070430802360496,1.17
ma-go,0.25,stacking,StackingRegressor,7.4525,0.7675,0.5272,0.46
ma-go,0.3,baseline,Mean,32.71,3.38,-0.0026077458164437406,0.99
ma-go,0.3,baseline,Median,32.67,3.38,-5.667046752044769e-05,0.99
ma-go,0.3,baseline,KNNImputer,32.71,3.38,-0.0026077458164437406,0.99
ma-go,0.3,baseline,ForwardFill,33.73,3.49,-0.0659950869582826,1.23
ma-go,0.3,baseline,BackwardFill,33.71,3.49,-0.0647038710960759,1.15
ma-go,0.3,baseline,RollingMean,33.39,3.45,-0.0448714896055995,1.19
ma-go,0.3,baseline,LinearInterpolation,33.31,3.45,-0.03996859307381739,1.12
ma-go,0.3,stacking,StackingRegressor,3.6933,0.3767,0.6777,0.2367
ma-go,0.35,baseline,Mean,30.64,3.17,-0.0024323158517338683,0.95
ma-go,0.35,baseline,Median,30.6,3.16,-1.9127605070945464e-05,0.94
ma-go,0.35,baseline,KNNImputer,30.64,3.17,-0.0024323158517338683,0.95
ma-go,0.35,baseline,ForwardFill,30.83,3.19,-0.015257554428124376,1.1
ma-go,0.35,baseline,BackwardFill,31.59,3.27,-0.0656671391980399,1.08
ma-go,0.35,baseline,RollingMean,30.72,3.18,-0.007973936113591096,1.08
ma-go,0.35,baseline,LinearInterpolation,31.05,3.21,-0.029279930363176554,1.03
ma-go,0.35,stacking,StackingRegressor,3.6933,0.3767,0.6777,0.2367
ma-go,0.4,baseline,Mean,28.81,2.98,-0.002260185433857309,0.91
ma-go,0.4,baseline,Median,28.78,2.98,-3.6052001251007937e-07,0.9
ma-go,0.4,baseline,KNNImputer,28.81,2.98,-0.002260185433857309,0.91
ma-go,0.4,baseline,ForwardFill,29.01,3.0,-0.016491357765076264,1.04
ma-go,0.4,baseline,BackwardFill,30.41,3.14,-0.1166200020449979,1.09
ma-go,0.4,baseline,RollingMean,28.93,2.99,-0.010362057945995984,1.03
ma-go,0.4,baseline,LinearInterpolation,29.41,3.04,-0.044633110109885354,1.01
ma-go,0.4,stacking,StackingRegressor,3.6933,0.3767,0.6777,0.2367
ma-go,0.45,baseline,Mean,32.31,3.34,-0.006482192772706119,1.01
ma-go,0.45,baseline,Median,32.21,3.33,-0.0002122055111148935,1.0
ma-go,0.45,baseline,KNNImputer,32.31,3.34,-0.006482192772706119,1.01
ma-go,0.45,baseline,ForwardFill,32.74,3.39,-0.033334146489848226,1.14
ma-go,0.45,baseline,BackwardFill,33.84,3.5,-0.10352825437215674,1.18
ma-go,0.45,baseline,RollingMean,32.6,3.37,-0.02412892064840122,1.12
ma-go,0.45,baseline,LinearInterpolation,33.02,3.42,-0.050832982287078554,1.11
ma-go,0.45,stacking,StackingRegressor,3.6933,0.3767,0.6777,0.2367
ma-go,0.5,baseline,Mean,30.72,3.18,-0.004972584291342619,0.97
ma-go,0.5,baseline,Median,30.64,3.17,-1.563374968571729e-05,0.96
ma-go,0.5,baseline,KNNImputer,30.72,3.18,-0.004972584291342619,0.97
ma-go,0.5,baseline,ForwardFill,31.16,3.22,-0.034401325662470894,1.1
ma-go,0.5,baseline,BackwardFill,32.32,3.34,-0.11281994868360234,1.16
ma-go,0.5,baseline,RollingMean,31.06,3.21,-0.02752177459833849,1.08
ma-go,0.5,baseline,LinearInterpolation,31.47,3.25,-0.05457431107262911,1.08
ma-go,0.5,stacking,StackingRegressor,3.6933,0.3767,0.6777,0.2367
go-mg,0.2,baseline,Mean,7.01,0.76,-1.6935271623179218,0.64
go-mg,0.2,baseline,Median,5.11,0.55,-0.43041258720133024,0.48
go-mg,0.2,baseline,KNNImputer,7.01,0.76,-1.6935271623179218,0.64
go-mg,0.2,baseline,BackwardFill,5.63,0.61,-0.7371496729892504,0.57
go-mg,0.2,baseline,LinearInterpolation,7.17,0.78,-1.8251758334416457,0.61
go-mg,0.2,stacking,StackingRegressor,4.2767,0.4667,0.3679,0.3633
go-mg,0.25,baseline,Mean,14.18,1.54,-0.031179717708886834,1.07
go-mg,0.25,baseline,Median,14.8,1.61,-0.12407566901508127,1.03
go-mg,0.25,baseline,KNNImputer,14.18,1.54,-0.031179717708886834,1.07
go-mg,0.25,baseline,ForwardFill,16.46,1.79,-0.38988339483988566,1.34
go-mg,0.25,baseline,BackwardFill,16.64,1.81,-0.4200935367818244,1.21
go-mg,0.25,baseline,RollingMean,17.17,1.87,-0.5125031473630897,1.38
go-mg,0.25,baseline,LinearInterpolation,13.03,1.42,0.1295477607193497,0.96
go-mg,0.25,stacking,StackingRegressor,5.625,0.61,0.3941,0.43
go-mg,0.3,baseline,Mean,13.38,1.46,-0.005101526042598614,1.01
go-mg,0.3,baseline,Median,13.86,1.51,-0.07820909953935451,0.97
go-mg,0.3,baseline,KNNImputer,13.38,1.46,-0.005101526042598614,1.01
go-mg,0.3,baseline,ForwardFill,14.94,1.63,-0.2528148902063667,1.17
go-mg,0.3,baseline,BackwardFill,15.57,1.69,-0.36002224059722,1.14
go-mg,0.3,baseline,RollingMean,16.33,1.78,-0.4964746786717187,1.31
go-mg,0.3,baseline,LinearInterpolation,12.13,1.32,0.1739373728956678,0.92
go-mg,0.3,stacking,StackingRegressor,5.79,0.63,0.4725,0.54
go-mg,0.35,baseline,Mean,12.49,1.36,-0.004866777232205299,0.91
go-mg,0.35,baseline,Median,13.18,1.43,-0.11921436635381011,0.9
go-mg,0.35,baseline,KNNImputer,12.49,1.36,-0.004866777232205299,0.91
go-mg,0.35,baseline,ForwardFill,14.49,1.58,-0.351633667112792,1.17
go-mg,0.35,baseline,BackwardFill,15.41,1.68,-0.529325026554105,1.2
go-mg,0.35,baseline,RollingMean,15.56,1.69,-0.5586513391375472,1.26
go-mg,0.35,baseline,LinearInterpolation,11.82,1.29,0.0999735813534216,0.9
go-mg,0.35,stacking,StackingRegressor,5.79,0.63,0.4725,0.54
go-mg,0.4,baseline,Mean,11.91,1.29,-0.000360205422782256,0.87
go-mg,0.4,baseline,Median,12.46,1.35,-0.09434304000523874,0.88
go-mg,0.4,baseline,KNNImputer,11.91,1.29,-0.000360205422782256,0.87
go-mg,0.4,baseline,ForwardFill,16.1,1.75,-0.8279334263908182,1.35
go-mg,0.4,baseline,BackwardFill,20.5,2.23,-1.9623544677842206,1.55
go-mg,0.4,baseline,RollingMean,17.05,1.85,-1.049006689211954,1.46
go-mg,0.4,baseline,LinearInterpolation,15.29,1.66,-0.6480483912369781,1.17
go-mg,0.4,stacking,StackingRegressor,5.79,0.63,0.4725,0.54
go-mg,0.45,baseline,Mean,11.61,1.26,-0.01759394118690305,0.89
go-mg,0.45,baseline,Median,11.85,1.29,-0.05933055148505595,0.83
go-mg,0.45,baseline,KNNImputer,11.61,1.26,-0.01759394118690305,0.89
go-mg,0.45,baseline,ForwardFill,18.96,2.06,-1.7128543635354267,1.57
go-mg,0.45,baseline,BackwardFill,20.44,2.22,-2.153411635877503,1.63
go-mg,0.45,baseline,RollingMean,19.69,2.14,-1.9258801373412342,1.66
go-mg,0.45,baseline,LinearInterpolation,15.73,1.71,-0.8684936455059791,1.26
go-mg,0.45,stacking,StackingRegressor,5.79,0.63,0.4725,0.54
go-mg,0.5,baseline,Mean,11.14,1.21,-0.02677026482194833,0.84
go-mg,0.5,baseline,Median,11.33,1.23,-0.06173911899220719,0.77
go-mg,0.5,baseline,KNNImputer,11.14,1.21,-0.02677026482194833,0.84
go-mg,0.5,baseline,ForwardFill,22.31,2.42,-3.1174975822939857,1.89
go-mg,0.5,baseline,BackwardFill,19.6,2.13,-2.1779104349381093,1.54
go-mg,0.5,baseline,RollingMean,21.21,2.3,-2.719373968478962,1.83
go-mg,0.5,baseline,LinearInterpolation,16.48,1.79,-1.2445361728679831,1.36
go-mg,0.5,stacking,StackingRegressor,5.79,0.63,0.4725,0.54
go-ms,0.2,baseline,Mean,20.1,2.19,-0.007893557229798676,1.19
go-ms,0.2,baseline,Median,20.22,2.21,-0.020329688092081577,1.0
