link,missing_rate,method_type,method,rmse,nrmse,r2,mape
ap-es,0.4,baseline,RollingMean,174.87,21.52,-0.05098537732273534,344.74
ap-es,0.4,baseline,LinearInterpolation,157.64,19.4,0.1459419827679519,342.96
ap-es,0.4,stacking,StackingRegressor,75.0433,9.56,0.7067,8.09
ap-es,0.45,baseline,Mean,166.79,20.45,-0.0021408967810303547,283.3
ap-es,0.45,baseline,Median,188.76,23.15,-0.28356214377544586,309.36
ap-es,0.45,baseline,KNNImputer,166.79,20.45,-0.0021408967810303547,283.3
ap-es,0.45,baseline,ForwardFill,176.96,21.7,-0.12807146151930926,307.76
ap-es,0.45,baseline,BackwardFill,190.53,23.36,-0.30774158866624957,310.23
ap-es,0.45,baseline,RollingMean,175.72,21.55,-0.11231092282258537,308.11
ap-es,0.45,baseline,LinearInterpolation,159.72,19.59,0.08098620049029426,306.33
ap-es,0.45,stacking,StackingRegressor,75.0433,9.56,0.7067,8.09
ap-es,0.5,baseline,Mean,165.93,20.32,-0.0014121020467885437,257.06
ap-es,0.5,baseline,Median,187.82,23.0,-0.28295003434686006,280.82
ap-es,0.5,baseline,KNNImputer,165.93,20.32,-0.0014121020467885437,257.06
ap-es,0.5,baseline,ForwardFill,179.25,21.95,-0.16854481887833828,279.24
ap-es,0.5,baseline,BackwardFill,189.46,23.2,-0.30545723135513825,281.63
ap-es,0.5,baseline,RollingMean,177.0,21.67,-0.1394091128039885,279.33
ap-es,0.5,baseline,LinearInterpolation,162.79,19.94,0.03611395274598306,278.04
ap-es,0.5,stacking,StackingRegressor,75.0433,9.56,0.7067,8.09
go-ap,0.2,baseline,Mean,118.59,13.75,-0.0002790131051368938,276.61
go-ap,0.2,baseline,Median,122.98,14.26,-0.07567785541198169,285.93
go-ap,0.2,baseline,KNNImputer,118.59,13.75,-0.0002790131051368938,276.61
go-ap,0.2,baseline,ForwardFill,135.14,15.67,-0.2989063184982579,279.21
go-ap,0.2,baseline,BackwardFill,144.68,16.77,-0.4889238566875229,248.23
go-ap,0.2,baseline,RollingMean,130.55,15.14,-0.21230482997170186,281.51
go-ap,0.2,baseline,LinearInterpolation,119.78,13.89,-0.02052750188899899,263.35
go-ap,0.2,stacking,StackingRegressor,38.096,4.496,0.8643,731.62
go-ap,0.25,baseline,Mean,108.96,12.59,-0.00021609739338801504,222.38
go-ap,0.25,baseline,Median,112.99,13.06,-0.07562507544913966,229.94
go-ap,0.25,baseline,KNNImputer,108.96,12.59,-0.00021609739338801504,222.38
go-ap,0.25,baseline,ForwardFill,143.93,16.63,-0.7452659653843323,227.65
go-ap,0.25,baseline,BackwardFill,137.77,15.92,-0.5990511044822733,199.78
go-ap,0.25,baseline,RollingMean,138.64,16.02,-0.6194930915086911,228.28
go-ap,0.25,baseline,LinearInterpolation,118.6,13.71,-0.1851709218832629,213.37
go-ap,0.25,stacking,StackingRegressor,37.1925,4.3175,0.8073,610.8175
go-ap,0.3,baseline,Mean,110.91,12.83,-5.877863141523498e-05,187.37
go-ap,0.3,baseline,Median,115.03,13.3,-0.0757414326979482,193.57
go-ap,0.3,baseline,KNNImputer,110.91,12.83,-5.877863141523498e-05,187.37
go-ap,0.3,baseline,ForwardFill,139.14,16.09,-0.5739794346720051,191.37
go-ap,0.3,baseline,BackwardFill,131.26,15.18,-0.4007587762139506,189.31
go-ap,0.3,baseline,RollingMean,137.18,15.86,-0.5300779502218045,192.01
go-ap,0.3,baseline,LinearInterpolation,116.53,13.48,-0.10415073142022391,189.97
go-ap,0.3,stacking,StackingRegressor,44.8,5.2667,0.8149,619.2233
go-ap,0.35,baseline,Mean,108.95,12.59,-0.00032096482797516757,161.88
go-ap,0.35,baseline,Median,112.92,13.05,-0.07440145221082517,167.14
go-ap,0.35,baseline,KNNImputer,108.95,12.59,-0.00032096482797516757,161.88
go-ap,0.35,baseline,ForwardFill,153.62,17.75,-0.9885295112603232,165.66
go-ap,0.35,baseline,BackwardFill,133.7,15.45,-0.5063100077815916,163.44
go-ap,0.35,baseline,RollingMean,152.16,17.58,-0.9509763728910374,166.18
go-ap,0.35,baseline,LinearInterpolation,122.72,14.18,-0.2690374161194793,164.23
go-ap,0.35,stacking,StackingRegressor,44.8,5.2667,0.8149,619.2233
go-ap,0.4,baseline,Mean,104.09,12.0,-0.002232164168637585,142.02
go-ap,0.4,baseline,Median,107.61,12.41,-0.07109056764656674,146.66
go-ap,0.4,baseline,KNNImputer,104.09,12.0,-0.002232164168637585,142.02
go-ap,0.4,baseline,ForwardFill,144.74,16.69,-0.9377653436599056,145.17
go-ap,0.4,baseline,BackwardFill,132.57,15.29,-0.6255942281780171,143.58
go-ap,0.4,baseline,RollingMean,148.55,17.13,-1.0412054702341687,145.87
go-ap,0.4,baseline,LinearInterpolation,117.79,13.59,-0.28347432089044644,144.08
go-ap,0.4,stacking,StackingRegressor,44.8,5.2667,0.8149,619.2233
go-ap,0.45,baseline,Mean,114.2,13.2,-0.00015287188785739758,158.98
go-ap,0.45,baseline,Median,117.83,13.62,-0.0647330375864048,163.86
go-ap,0.45,baseline,KNNImputer,114.2,13.2,-0.00015287188785739758,158.98
go-ap,0.45,baseline,ForwardFill,120.43,13.92,-0.11231074116577422,161.45
go-ap,0.45,baseline,BackwardFill,133.79,15.47,-0.372686173180208,161.49
go-ap,0.45,baseline,RollingMean,125.51,14.51,-0.2081003333339999,162.06
go-ap,0.45,baseline,LinearInterpolation,114.7,13.26,-0.008851215496401332,161.24
go-ap,0.45,stacking,StackingRegressor,44.8,5.2667,0.8149,619.2233
go-ap,0.5,baseline,Mean,116.09,13.44,-3.896897041100189e-05,459.88
go-ap,0.5,baseline,Median,120.05,13.9,-0.06951840268080955,475.14
go-ap,0.5,baseline,KNNImputer,116.09,13.44,-3.896897041100189e-05,459.88
go-ap,0.5,baseline,ForwardFill,129.27,14.97,-0.24002772118906046,478.21
go-ap,0.5,baseline,BackwardFill,132.52,15.34,-0.30331036558204505,481.73
go-ap,0.5,baseline,RollingMean,130.37,15.09,-0.26127803628342705,478.6
go-ap,0.5,baseline,LinearInterpolation,117.12,13.56,-0.017961864359821167,480.1
go-ap,0.5,stacking,StackingRegressor,44.8,5.2667,0.8149,619.2233
ma-ap,0.2,baseline,Mean,137.07,15.93,-0.0009652103215542773,429.76
ma-ap,0.2,baseline,Median,146.61,17.04,-0.14513474608387966,456.16
ma-ap,0.2,baseline,KNNImputer,137.07,15.93,-0.0009652103215542773,429.76
ma-ap,0.2,baseline,ForwardFill,189.8,22.06,-0.9193284547608367,394.59
ma-ap,0.2,baseline,BackwardFill,198.14,23.03,-1.0917322321661116,398.79
ma-ap,0.2,baseline,RollingMean,176.35,20.49,-0.6569757602408393,380.27
ma-ap,0.2,baseline,LinearInterpolation,167.14,19.42,-0.48836200732497526,396.08
ma-ap,0.2,stacking,StackingRegressor,32.054,3.804,0.9321,12.448
ma-ap,0.25,baseline,Mean,144.91,16.91,-4.7566163166035125e-06,353.54
ma-ap,0.25,baseline,Median,155.3,18.12,-0.1484618389620873,374.82
ma-ap,0.25,baseline,KNNImputer,144.91,16.91,-4.7566163166035125e-06,353.54
ma-ap,0.25,baseline,ForwardFill,204.36,23.85,-0.9887610112328735,326.02
ma-ap,0.25,baseline,BackwardFill,183.68,21.44,-0.6067187193846024,326.38
ma-ap,0.25,baseline,RollingMean,188.96,22.05,-0.7002533629507044,314.28
ma-ap,0.25,baseline,LinearInterpolation,165.25,19.29,-0.30042191048294753,324.98
ma-ap,0.25,stacking,StackingRegressor,35.0525,4.1175,0.9292,12.5825
ma-ap,0.3,baseline,Mean,148.93,17.41,-0.000339418402280689,388.56
ma-ap,0.3,baseline,Median,159.63,18.67,-0.1492262459888185,411.82
ma-ap,0.3,baseline,KNNImputer,148.93,17.41,-0.000339418402280689,388.56
ma-ap,0.3,baseline,ForwardFill,207.18,24.23,-0.9358923972640991,295.1
ma-ap,0.3,baseline,BackwardFill,175.93,20.57,-0.3958462879801625,363.89
ma-ap,0.3,baseline,RollingMean,195.68,22.88,-0.726881496187729,285.34
ma-ap,0.3,baseline,LinearInterpolation,163.66,19.14,-0.20801562308874977,328.48
ma-ap,0.3,stacking,StackingRegressor,45.7733,5.54,0.8711,19.0867
ma-ap,0.35,baseline,Mean,147.21,17.17,-2.655204944801426e-10,335.67
ma-ap,0.35,baseline,Median,157.3,18.35,-0.14175476481832128,355.59
ma-ap,0.35,baseline,KNNImputer,147.21,17.17,-2.655204944801426e-10,335.67
ma-ap,0.35,baseline,ForwardFill,215.85,25.18,-1.149848058720587,256.72
ma-ap,0.35,baseline,BackwardFill,178.78,20.86,-0.47494795261755907,314.69
ma-ap,0.35,baseline,RollingMean,207.19,24.17,-0.9809495037012468,248.17
ma-ap,0.35,baseline,LinearInterpolation,172.45,20.12,-0.37228326886335017,284.81
ma-ap,0.35,stacking,StackingRegressor,45.7733,5.54,0.8711,19.0867
ma-ap,0.4,baseline,Mean,140.09,16.26,-0.0031096379762323156,293.5
ma-ap,0.4,baseline,Median,148.6,17.24,-0.12860332266127728,311.21
ma-ap,0.4,baseline,KNNImputer,140.09,16.26,-0.0031096379762323156,293.5
ma-ap,0.4,baseline,ForwardFill,202.86,23.54,-1.1033316373620967,224.83
ma-ap,0.4,baseline,BackwardFill,180.13,20.9,-0.658357670298872,276.34
ma-ap,0.4,baseline,RollingMean,195.45,22.68,-0.9524702548083286,217.55
ma-ap,0.4,baseline,LinearInterpolation,165.58,19.21,-0.40134409079037425,249.71
ma-ap,0.4,stacking,StackingRegressor,45.7733,5.54,0.8711,19.0867
ma-ap,0.45,baseline,Mean,140.23,16.31,-0.0013440681411212019,263.44
ma-ap,0.45,baseline,Median,149.39,17.37,-0.13631076540872766,278.9
ma-ap,0.45,baseline,KNNImputer,140.23,16.31,-0.0013440681411212019,263.44
ma-ap,0.45,baseline,ForwardFill,205.3,23.87,-1.146032522203417,236.2
ma-ap,0.45,baseline,BackwardFill,174.84,20.33,-0.5564833873653567,247.59
ma-ap,0.45,baseline,RollingMean,197.58,22.98,-0.9876899300876867,235.87
ma-ap,0.45,baseline,LinearInterpolation,166.25,19.33,-0.40736974028551853,243.22
ma-ap,0.45,stacking,StackingRegressor,45.7733,5.54,0.8711,19.0867
ma-ap,0.5,baseline,Mean,137.35,15.95,-0.003131070314171147,237.71
ma-ap,0.5,baseline,Median,145.71,16.92,-0.12895831148786563,251.31
ma-ap,0.5,baseline,KNNImputer,137.35,15.95,-0.003131070314171147,237.71
ma-ap,0.5,baseline,ForwardFill,200.41,23.28,-1.1357060608432303,213.87
ma-ap,0.5,baseline,BackwardFill,172.07,19.99,-0.5743019774858906,223.69
ma-ap,0.5,baseline,RollingMean,194.82,22.63,-1.0183027726676173,213.72
ma-ap,0.5,baseline,LinearInterpolation,165.71,19.25,-0.4602168245584217,220.03
ma-ap,0.5,stacking,StackingRegressor,45.7733,5.54,0.8711,19.0867
ap-mg,0.2,baseline,Mean,22.13,2.44,-0.019044961506840652,1.69
ap-mg,0.2,baseline,Median,23.8,2.63,-0.17870188960112143,1.7
ap-mg,0.2,baseline,KNNImputer,22.13,2.44,-0.019044961506840652,1.69
ap-mg,0.2,baseline,ForwardFill,21.25,2.35,0.05991630905130185,1.49
ap-mg,0.2,baseline,BackwardFill,26.19,2.89,-0.4272635714389523,1.91
ap-mg,0.2,baseline,RollingMean,21.22,2.34,0.06229242096463694,1.36
ap-mg,0.2,baseline,LinearInterpolation,22.17,2.45,-0.0232584409360006,1.79
ap-mg,0.2,stacking,StackingRegressor,13.71,1.5267,-0.6137,1.1433
ap-mg,0.25,baseline,Mean,20.44,2.25,-0.0014749444789463606,1.56
ap-mg,0.25,baseline,Median,21.67,2.39,-0.12543085161692558,1.45
ap-mg,0.25,baseline,KNNImputer,20.44,2.25,-0.0014749444789463606,1.56
ap-mg,0.25,baseline,ForwardFill,20.03,2.21,0.0384304468817136,1.43
ap-mg,0.25,baseline,BackwardFill,24.18,2.66,-0.40164884527738565,1.72
ap-mg,0.25,baseline,RollingMean,19.98,2.2,0.042747258131976995,1.29
ap-mg,0.25,baseline,LinearInterpolation,20.39,2.25,0.002869433772571095,1.61
ap-mg,0.25,stacking,StackingRegressor,13.8267,1.53,-0.6092,1.2167
ap-mg,0.3,baseline,Mean,19.06,2.09,-0.0159362266154206,1.51
ap-mg,0.3,baseline,Median,19.54,2.15,-0.06822382732370791,1.27
ap-mg,0.3,baseline,KNNImputer,19.06,2.09,-0.0159362266154206,1.51
ap-mg,0.3,baseline,ForwardFill,18.19,2.0,0.0738767022739798,1.28
ap-mg,0.3,baseline,BackwardFill,21.71,2.38,-0.31811394616039035,1.44
ap-mg,0.3,baseline,RollingMean,18.25,2.01,0.0680911389264851,1.23
ap-mg,0.3,baseline,LinearInterpolation,18.31,2.01,0.062369237456251225,1.36
ap-mg,0.3,stacking,StackingRegressor,15.245,1.685,-0.3492,1.28
ap-mg,0.35,baseline,Mean,19.76,2.17,-0.09894834234852867,1.66
ap-mg,0.35,baseline,Median,18.98,2.08,-0.013926142331248226,1.31
ap-mg,0.35,baseline,KNNImputer,19.76,2.17,-0.09894834234852867,1.66
ap-mg,0.35,baseline,ForwardFill,17.5,1.92,0.13807384915872467,1.27
ap-mg,0.35,baseline,BackwardFill,20.25,2.22,-0.15437141287361267,1.32
ap-mg,0.35,baseline,RollingMean,17.93,1.96,0.09528014576573152,1.25
ap-mg,0.35,baseline,LinearInterpolation,17.23,1.89,0.163942545210517,1.24
ap-mg,0.35,stacking,StackingRegressor,15.245,1.685,-0.3492,1.28
ap-mg,0.4,baseline,Mean,23.65,2.6,-0.001116963396326165,1.95
ap-mg,0.4,baseline,Median,24.68,2.72,-0.09004996276651078,1.76
ap-mg,0.4,baseline,KNNImputer,23.65,2.6,-0.001116963396326165,1.95
ap-mg,0.4,baseline,ForwardFill,20.33,2.24,0.2602722288583197,1.5
ap-mg,0.4,baseline,BackwardFill,16.24,1.79,0.5281370257379392,1.44
ap-mg,0.4,baseline,RollingMean,20.64,2.27,0.23714344466831472,1.48
ap-mg,0.4,baseline,LinearInterpolation,16.87,1.86,0.49071416232160825,1.29
ap-mg,0.4,stacking,StackingRegressor,15.245,1.685,-0.3492,1.28
ap-mg,0.45,baseline,Mean,22.65,2.49,-3.521051745591919e-05,1.84
ap-mg,0.45,baseline,Median,23.62,2.6,-0.08720665430342978,1.66
ap-mg,0.45,baseline,KNNImputer,22.65,2.49,-3.521051745591919e-05,1.84
ap-mg,0.45,baseline,ForwardFill,19.47,2.14,0.26089012252038846,1.42
ap-mg,0.45,baseline,BackwardFill,18.93,2.08,0.3015491543512192,1.59
ap-mg,0.45,baseline,RollingMean,21.16,2.33,0.12767957776117866,1.53
ap-mg,0.45,baseline,LinearInterpolation,17.07,1.88,0.4322385526879464,1.31
ap-mg,0.45,stacking,StackingRegressor,15.245,1.685,-0.3492,1.28
ap-mg,0.5,baseline,Mean,22.89,2.52,-0.0070443077462318815,1.85
ap-mg,0.5,baseline,Median,23.91,2.63,-0.0983242228570953,1.7
ap-mg,0.5,baseline,KNNImputer,22.89,2.52,-0.0070443077462318815,1.85
ap-mg,0.5,baseline,ForwardFill,19.29,2.13,0.28450265823918475,1.39
ap-mg,0.5,baseline,BackwardFill,16.62,1.83,0.4694366456309649,1.5
ap-mg,0.5,baseline,RollingMean,20.81,2.29,0.16767805733069951,1.5
ap-mg,0.5,baseline,LinearInterpolation,16.48,1.82,0.4781431452324172,1.22
ap-mg,0.5,stacking,StackingRegressor,15.245,1.685,-0.3492,1.28
ap-ms,0.2,baseline,Mean,68.38,7.59,-0.0030312500385287766,4.7
ap-ms,0.2,baseline,Median,70.08,7.78,-0.053615255874349455,3.71
ap-ms,0.2,baseline,KNNImputer,68.38,7.59,-0.0030312500385287766,4.7
ap-ms,0.2,baseline,ForwardFill,117.04,13.0,-1.9386061731306135,5.63
ap-ms,0.2,baseline,BackwardFill,76.07,8.45,-0.2411679872179815,4.28
ap-ms,0.2,baseline,RollingMean,97.52,10.83,-1.0401919466084149,5.27
ap-ms,0.2,baseline,LinearInterpolation,84.09,9.34,-0.5167559526580938,4.81
ap-ms,0.2,stacking,StackingRegressor,26.024,2.898,0.8801,3.072
ap-ms,0.25,baseline,Mean,64.6,7.18,-0.0028367757204499355,4.39
ap-ms,0.25,baseline,Median,66.55,7.39,-0.06432913214072289,3.51
ap-ms,0.25,baseline,KNNImputer,64.6,7.18,-0.0028367757204499355,4.39
ap-ms,0.25,baseline,ForwardFill,114.03,12.67,-2.124312077072045,5.7
ap-ms,0.25,baseline,BackwardFill,138.63,15.4,-3.6181270354365056,5.9
ap-ms,0.25,baseline,RollingMean,102.8,11.42,-1.539258765887225,5.32
ap-ms,0.25,baseline,LinearInterpolation,102.25,11.36,-1.5119624649590029,5.54
ap-ms,0.25,stacking,StackingRegressor,36.505,4.07,0.8081,6.1525
ap-ms,0.3,baseline,Mean,66.92,7.44,-0.0017095064225096657,4.51
ap-ms,0.3,baseline,Median,68.97,7.67,-0.06414938515770063,3.63
ap-ms,0.3,baseline,KNNImputer,66.92,7.44,-0.0017095064225096657,4.51
ap-ms,0.3,baseline,ForwardFill,111.3,12.37,-1.7709667643907743,5.49
ap-ms,0.3,baseline,BackwardFill,131.49,14.62,-2.867801955007625,5.77
ap-ms,0.3,baseline,RollingMean,101.06,11.24,-1.2845464368087862,5.28
ap-ms,0.3,baseline,LinearInterpolation,99.01,11.01,-1.192988107953707,5.34
ap-ms,0.3,stacking,StackingRegressor,30.35,3.39,0.8707,4.3567
ap-ms,0.35,baseline,Mean,76.95,8.56,-0.0007884485685278886,10.82
ap-ms,0.35,baseline,Median,78.84,8.77,-0.05061082668710015,10.03
ap-ms,0.35,baseline,KNNImputer,76.95,8.56,-0.0007884485685278886,10.82
ap-ms,0.35,baseline,ForwardFill,110.07,12.25,-1.0479127797523997,11.53
ap-ms,0.35,baseline,BackwardFill,106.0,11.79,-0.8991725421702732,11.45
ap-ms,0.35,baseline,RollingMean,100.43,11.17,-0.704875180865721,11.5
ap-ms,0.35,baseline,LinearInterpolation,91.46,10.18,-0.4140646633943337,11.2
ap-ms,0.35,stacking,StackingRegressor,30.35,3.39,0.8707,4.3567
ap-ms,0.4,baseline,Mean,76.16,8.47,-0.0015663362686857418,10.05
ap-ms,0.4,baseline,Median,77.95,8.67,-0.049308664242010636,9.18
ap-ms,0.4,baseline,KNNImputer,76.16,8.47,-0.0015663362686857418,10.05
ap-ms,0.4,baseline,ForwardFill,101.41,11.28,-0.7756845641307146,10.36
ap-ms,0.4,baseline,BackwardFill,119.65,13.31,-1.4720832973024098,11.16
ap-ms,0.4,baseline,RollingMean,93.89,10.44,-0.522224940386131,10.4
ap-ms,0.4,baseline,LinearInterpolation,93.69,10.42,-0.5158740294657207,10.41
ap-ms,0.4,stacking,StackingRegressor,30.35,3.39,0.8707,4.3567
ap-ms,0.45,baseline,Mean,73.64,8.18,-0.0033428214381332477,9.33
ap-ms,0.45,baseline,Median,75.35,8.37,-0.050359561564809585,8.42
ap-ms,0.45,baseline,KNNImputer,73.64,8.18,-0.0033428214381332477,9.33
ap-ms,0.45,baseline,ForwardFill,112.15,12.46,-1.3272403434999256,10.19
ap-ms,0.45,baseline,BackwardFill,128.06,14.23,-2.034442644154845,11.07
ap-ms,0.45,baseline,RollingMean,111.62,12.41,-1.3052664550431898,10.39
ap-ms,0.45,baseline,LinearInterpolation,100.8,11.2,-0.8800345705553314,10.27
ap-ms,0.45,stacking,StackingRegressor,30.35,3.39,0.8707,4.3567
ap-ms,0.5,baseline,Mean,72.16,8.02,-0.00519375033233227,8.83
ap-ms,0.5,baseline,Median,73.75,8.19,-0.050124310308954145,7.85
ap-ms,0.5,baseline,KNNImputer,72.16,8.02,-0.00519375033233227,8.83
ap-ms,0.5,baseline,ForwardFill,117.2,13.02,-1.6515847458225,9.72
ap-ms,0.5,baseline,BackwardFill,138.88,15.43,-2.7238219853082404,10.94
ap-ms,0.5,baseline,RollingMean,118.64,13.18,-1.7171965003404517,9.99
ap-ms,0.5,baseline,LinearInterpolation,110.92,12.32,-1.3752405115212856,9.91
ap-ms,0.5,stacking,StackingRegressor,30.35,3.39,0.8707,4.3567
mt-ap,0.2,baseline,Mean,135.75,15.94,-0.00993383896468103,161.47
mt-ap,0.2,baseline,Median,143.98,16.91,-0.13621959152416108,167.79
mt-ap,0.2,baseline,KNNImputer,135.75,15.94,-0.00993383896468103,161.47
mt-ap,0.2,baseline,ForwardFill,168.13,19.75,-0.5491640327093743,163.82
mt-ap,0.2,baseline,BackwardFill,141.29,16.59,-0.09410172333015576,163.58
mt-ap,0.2,baseline,RollingMean,153.33,18.01,-0.2884612847291441,166.0
mt-ap,0.2,baseline,LinearInterpolation,140.98,16.56,-0.08927598306055096,163.16
mt-ap,0.2,stacking,StackingRegressor,44.29,5.236,0.8253,18.308
mt-ap,0.25,baseline,Mean,127.88,14.96,-0.0061127856451279605,130.82
mt-ap,0.25,baseline,Median,135.71,15.88,-0.1331013079628609,135.8
mt-ap,0.25,baseline,KNNImputer,127.88,14.96,-0.0061127856451279605,130.82
mt-ap,0.25,baseline,ForwardFill,160.56,18.78,-0.5861399398734897,133.28
mt-ap,0.25,baseline,BackwardFill,138.21,16.17,-0.1752887256597233,131.97
mt-ap,0.25,baseline,RollingMean,152.41,17.83,-0.42915267441842153,135.16
mt-ap,0.25,baseline,LinearInterpolation,133.11,15.57,-0.09006655238902184,131.87
mt-ap,0.25,stacking,StackingRegressor,38.5725,4.4775,0.8591,12.9275
mt-ap,0.3,baseline,Mean,137.44,16.11,-0.008858162002361558,121.9
mt-ap,0.3,baseline,Median,144.92,16.98,-0.121644578256356,126.18
mt-ap,0.3,baseline,KNNImputer,137.44,16.11,-0.008858162002361558,121.9
mt-ap,0.3,baseline,ForwardFill,145.17,17.01,-0.12548067227552484,121.44
mt-ap,0.3,baseline,BackwardFill,146.38,17.16,-0.1443928201483624,123.03
mt-ap,0.3,baseline,RollingMean,145.53,17.06,-0.13107607217556527,123.15
mt-ap,0.3,baseline,LinearInterpolation,133.49,15.65,0.0482638720419577,121.52
mt-ap,0.3,stacking,StackingRegressor,50.2133,5.88,0.7843,24.0867
mt-ap,0.35,baseline,Mean,129.31,15.07,-0.0026300145030264677,105.1
mt-ap,0.35,baseline,Median,135.69,15.82,-0.10394430301064372,108.52
mt-ap,0.35,baseline,KNNImputer,129.31,15.07,-0.0026300145030264677,105.1
mt-ap,0.35,baseline,ForwardFill,146.45,17.07,-0.2859761451922789,105.13
mt-ap,0.35,baseline,BackwardFill,141.0,16.44,-0.192140229950706,106.12
mt-ap,0.35,baseline,RollingMean,145.81,17.0,-0.2747729128414593,106.49
mt-ap,0.35,baseline,LinearInterpolation,128.71,15.0,0.006629202798594247,104.88
mt-ap,0.35,stacking,StackingRegressor,50.2133,5.88,0.7843,24.0867
mt-ap,0.4,baseline,Mean,123.09,14.31,-0.0007371377652687361,92.61
mt-ap,0.4,baseline,Median,129.17,15.02,-0.10219784986843194,95.58
mt-ap,0.4,baseline,KNNImputer,123.09,14.31,-0.0007371377652687361,92.61
mt-ap,0.4,baseline,ForwardFill,144.17,16.76,-0.3728618902353229,92.73
mt-ap,0.4,baseline,BackwardFill,133.37,15.5,-0.17489303003371282,93.75
mt-ap,0.4,baseline,RollingMean,142.83,16.6,-0.3474975885002627,93.61
mt-ap,0.4,baseline,LinearInterpolation,124.69,14.49,-0.026985917841437557,92.09
mt-ap,0.4,stacking,StackingRegressor,50.2133,5.88,0.7843,24.0867
mt-ap,0.45,baseline,Mean,121.65,14.15,-0.0011829644185092913,83.42
mt-ap,0.45,baseline,Median,127.85,14.87,-0.10592865538264751,85.98
mt-ap,0.45,baseline,KNNImputer,121.65,14.15,-0.0011829644185092913,83.42
mt-ap,0.45,baseline,ForwardFill,140.85,16.38,-0.342134094495397,83.35
mt-ap,0.45,baseline,BackwardFill,135.1,15.71,-0.23484609936245104,84.7
mt-ap,0.45,baseline,RollingMean,138.17,16.07,-0.2917017224301055,84.06
mt-ap,0.45,baseline,LinearInterpolation,120.97,14.07,0.010001764568561167,82.59
mt-ap,0.45,stacking,StackingRegressor,50.2133,5.88,0.7843,24.0867
mt-ap,0.5,baseline,Mean,119.3,13.86,-0.0005305450472801176,75.84
mt-ap,0.5,baseline,Median,125.27,14.55,-0.1030584308137501,78.06
mt-ap,0.5,baseline,KNNImputer,119.3,13.86,-0.0005305450472801176,75.84
mt-ap,0.5,baseline,ForwardFill,137.43,15.96,-0.32766953934619947,75.49
mt-ap,0.5,baseline,BackwardFill,141.08,16.39,-0.3991691136206934,77.29
mt-ap,0.5,baseline,RollingMean,135.87,15.78,-0.29777666674210335,76.19
mt-ap,0.5,baseline,LinearInterpolation,119.76,13.91,-0.008227040466264324,74.95
mt-ap,0.5,stacking,StackingRegressor,50.2133,5.88,0.7843,24.0867
ap-pa,0.2,baseline,Mean,63.84,7.07,-1.932116819225449e-05,4.09
ap-pa,0.2,baseline,Median,66.08,7.32,-0.07173746531559222,3.27
ap-pa,0.2,baseline,KNNImputer,63.84,7.07,-1.932116819225449e-05,4.09
ap-pa,0.2,baseline,ForwardFill,55.44,6.14,0.24565652639388358,2.89
ap-pa,0.2,baseline,BackwardFill,76.27,8.44,-0.42751586659179885,4.18
ap-pa,0.2,baseline,RollingMean,60.5,6.7,0.10164551630236696,3.08
ap-pa,0.2,baseline,LinearInterpolation,55.87,6.19,0.23407631838527976,3.19
ap-pa,0.2,stacking,StackingRegressor,40.054,4.458,0.7302,2.36
ap-pa,0.25,baseline,Mean,69.31,7.68,-2.413140671730929e-07,4.51
ap-pa,0.25,baseline,Median,71.47,7.92,-0.06322315848993965,3.67
ap-pa,0.25,baseline,KNNImputer,69.31,7.68,-2.413140671730929e-07,4.51
ap-pa,0.25,baseline,ForwardFill,89.7,9.93,-0.6748546762698076,4.31
ap-pa,0.25,baseline,BackwardFill,93.75,10.38,-0.8295883777799742,4.69
ap-pa,0.25,baseline,RollingMean,92.25,10.22,-0.7715011918482959,4.45
ap-pa,0.25,baseline,LinearInterpolation,86.5,9.58,-0.557431663118904,4.18
ap-pa,0.25,stacking,StackingRegressor,36.8375,4.09,0.7369,1.9725
ap-pa,0.3,baseline,Mean,70.07,7.75,-0.00035530549012818824,4.51
ap-pa,0.3,baseline,Median,71.99,7.96,-0.05600402370801971,3.6
ap-pa,0.3,baseline,KNNImputer,70.07,7.75,-0.00035530549012818824,4.51
ap-pa,0.3,baseline,ForwardFill,86.13,9.53,-0.5116425376779814,4.17
ap-pa,0.3,baseline,BackwardFill,89.55,9.91,-0.6340231611521052,4.46
ap-pa,0.3,baseline,RollingMean,86.8,9.6,-0.5351190451300707,4.18
ap-pa,0.3,baseline,LinearInterpolation,82.09,9.08,-0.3729654888583871,4.02
ap-pa,0.3,stacking,StackingRegressor,36.5967,4.06,0.7652,1.9167
ap-pa,0.35,baseline,Mean,71.24,7.88,-0.000572539977017561,4.58
ap-pa,0.35,baseline,Median,73.08,8.08,-0.0527490138087805,3.64
ap-pa,0.35,baseline,KNNImputer,71.24,7.88,-0.000572539977017561,4.58
ap-pa,0.35,baseline,ForwardFill,82.69,9.15,-0.34805830630583934,4.02
ap-pa,0.35,baseline,BackwardFill,83.46,9.23,-0.37326494957659606,4.0
ap-pa,0.35,baseline,RollingMean,83.17,9.2,-0.3635043476109676,4.01
ap-pa,0.35,baseline,LinearInterpolation,75.96,8.4,-0.13735720792267903,3.65
ap-pa,0.35,stacking,StackingRegressor,36.5967,4.06,0.7652,1.9167
ap-pa,0.4,baseline,Mean,75.65,8.39,-0.00043821155991419225,4.83
ap-pa,0.4,baseline,Median,77.85,8.63,-0.05952897500710286,4.0
ap-pa,0.4,baseline,KNNImputer,75.65,8.39,-0.00043821155991419225,4.83
